node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
285 286 5 -7.7905 5.7762 -12.2437 -7.8297 5.8475 -12.3898 0.0518 0.1673 1.0000 0.1000 0.0000 5.1160 4.0000 
286 287 5 -7.8297 5.8475 -12.3898 -7.8449 5.8771 -12.4462 0.0518 0.0655 1.0000 0.1000 0.0000 5.1439 4.0000 
287 288 5 -7.8449 5.8771 -12.4462 -7.8980 6.0197 -12.7495 0.0518 0.3393 1.0000 0.1000 0.0000 5.2894 4.0000 
288 289 5 -7.8980 6.0197 -12.7495 -7.8923 6.1397 -12.9786 0.0518 0.2587 1.0000 0.1000 0.0000 5.4012 4.0000 
289 290 5 -7.8923 6.1397 -12.9786 -7.8692 6.2854 -13.2230 0.0518 0.2854 1.0000 0.1000 0.0000 5.5253 4.0000 
290 291 5 -7.8692 6.2854 -13.2230 -7.8573 6.4200 -13.4826 0.0518 0.2927 1.0000 0.1000 0.0000 5.6535 4.0000 
291 292 5 -7.8573 6.4200 -13.4826 -7.8515 6.5020 -13.6131 0.0518 0.1542 1.0000 0.1000 0.0000 5.7214 4.0000 
292 293 5 -7.8515 6.5020 -13.6131 -7.8436 6.5693 -13.7218 0.0518 0.1281 1.0000 0.1000 0.0000 5.7781 4.0000 
293 294 5 -7.8436 6.5693 -13.7218 -7.8533 6.7344 -13.9634 0.0518 0.2928 1.0000 0.1000 0.0000 5.9081 4.0000 
294 295 5 -7.8533 6.7344 -13.9634 -7.9041 6.8422 -14.1308 0.0518 0.2055 1.0000 0.1000 0.0000 6.0000 4.0000 
229 296 236 -0.5314 0.0609 -3.6371 -0.6083 -0.2061 -3.4449 0.0328 0.3379 1.0000 1.0000 0.0000 3.6175 2.0000 
296 297 236 -0.6083 -0.2061 -3.4449 -0.6632 -0.4190 -3.2834 0.0328 0.2728 1.0000 1.0000 0.0000 3.7620 2.0000 
297 298 236 -0.6632 -0.4190 -3.2834 -0.6952 -0.6746 -3.2186 0.0328 0.2656 1.0000 1.0000 0.0000 3.9084 2.0000 
298 299 236 -0.6952 -0.6746 -3.2186 -0.7070 -0.7916 -3.2158 0.0328 0.1176 1.0000 1.0000 0.0000 3.9751 2.0000 
299 300 236 -0.7070 -0.7916 -3.2158 -0.6694 -1.0827 -3.3084 0.0328 0.3078 1.0000 1.0000 0.0000 4.1556 2.0000 
300 301 236 -0.6694 -1.0827 -3.3084 -0.6794 -1.2803 -3.3683 0.0328 0.2068 1.0000 1.0000 0.0000 4.2820 2.0000 
301 302 236 -0.6794 -1.2803 -3.3683 -0.7264 -1.5877 -3.5132 0.0328 0.3431 1.0000 1.0000 0.0000 4.5018 2.0000 
302 303 236 -0.7264 -1.5877 -3.5132 -0.7473 -1.9940 -3.6843 0.0328 0.4413 1.0000 1.0000 0.0000 4.8052 2.0000 
303 304 236 -0.7473 -1.9940 -3.6843 -0.7772 -2.2033 -3.7984 0.0328 0.2402 1.0000 1.0000 0.0000 4.9814 2.0000 
304 305 236 -0.7772 -2.2033 -3.7984 -0.8032 -2.3938 -3.9350 0.0328 0.2358 1.0000 1.0000 0.0000 5.1630 2.0000 
305 306 236 -0.8032 -2.3938 -3.9350 -0.8097 -2.6190 -4.0906 0.0328 0.2739 1.0000 1.0000 0.0000 5.3857 2.0000 
306 307 236 -0.8097 -2.6190 -4.0906 -0.8678 -2.7788 -4.1863 0.0328 0.1951 1.0000 1.0000 0.0000 5.5530 2.0000 
307 308 236 -0.8678 -2.7788 -4.1863 -0.8988 -2.9331 -4.2734 0.0328 0.1798 1.0000 1.0000 0.0000 5.7141 2.0000 
308 309 236 -0.8988 -2.9331 -4.2734 -0.9063 -3.1431 -4.3416 0.0328 0.2209 1.0000 1.0000 0.0000 5.9223 2.0000 
309 310 236 -0.9063 -3.1431 -4.3416 -0.9082 -3.2179 -4.3681 0.0328 0.0794 1.0000 1.0000 0.0000 6.0000 2.0000 
229 311 237 -0.5314 0.0609 -3.6371 -0.4257 0.0537 -3.6428 0.0208 0.1061 1.0000 1.0000 1.0000 6.0000 3.0000 
230 312 252 -0.6947 0.0761 -3.7987 -0.8919 0.1298 -4.0577 0.0232 0.3299 1.0000 1.0000 0.0000 3.8889 2.0000 
312 313 252 -0.8919 0.1298 -4.0577 -1.0295 0.1545 -4.2785 0.0232 0.2613 1.0000 1.0000 0.0000 4.1781 2.0000 
313 314 252 -1.0295 0.1545 -4.2785 -1.1580 0.1629 -4.4747 0.0232 0.2347 1.0000 1.0000 0.0000 4.4454 2.0000 
314 315 252 -1.1580 0.1629 -4.4747 -1.5668 0.0920 -4.8175 0.0232 0.5382 1.0000 1.0000 0.0000 5.0876 2.0000 
315 316 252 -1.5668 0.0920 -4.8175 -1.6751 0.0734 -4.8940 0.0232 0.1339 1.0000 1.0000 0.0000 5.2541 2.0000 
316 317 252 -1.6751 0.0734 -4.8940 -1.8174 0.0616 -5.0015 0.0232 0.1786 1.0000 1.0000 0.0000 5.4809 2.0000 
317 318 252 -1.8174 0.0616 -5.0015 -2.1310 0.0281 -5.2371 0.0232 0.3937 1.0000 1.0000 0.0000 6.0000 2.0000 
231 319 259 -0.8451 0.1451 -3.9358 -0.2364 0.3206 -4.9462 0.0302 1.1926 1.0000 1.0000 0.0000 5.7903 2.0000 
319 320 259 -0.2364 0.3206 -4.9462 -0.2001 0.3311 -5.0460 0.0302 0.1067 1.0000 1.0000 0.0000 6.0000 2.0000 
232 321 261 -0.9853 0.2093 -4.0724 -1.0248 0.0125 -4.0306 0.0215 0.2050 1.0000 1.0000 0.0000 3.8131 2.0000 
321 322 261 -1.0248 0.0125 -4.0306 -1.0659 -0.1852 -4.0047 0.0215 0.2036 1.0000 1.0000 0.0000 3.9269 2.0000 
322 323 261 -1.0659 -0.1852 -4.0047 -1.1428 -0.3545 -3.9766 0.0215 0.1880 1.0000 1.0000 0.0000 4.0341 2.0000 
323 324 261 -1.1428 -0.3545 -3.9766 -1.2958 -0.7043 -3.9689 0.0215 0.3819 1.0000 1.0000 0.0000 4.2575 2.0000 
324 325 261 -1.2958 -0.7043 -3.9689 -1.5497 -0.9503 -3.9205 0.0215 0.3568 1.0000 1.0000 0.0000 4.4740 2.0000 
325 326 261 -1.5497 -0.9503 -3.9205 -1.7949 -1.0769 -3.9751 0.0215 0.2813 1.0000 1.0000 0.0000 4.6503 2.0000 
326 327 261 -1.7949 -1.0769 -3.9751 -2.0820 -1.2271 -4.0567 0.0215 0.3341 1.0000 1.0000 0.0000 4.8665 2.0000 
327 328 261 -2.0820 -1.2271 -4.0567 -2.3937 -1.3690 -4.0994 0.0215 0.3452 1.0000 1.0000 0.0000 5.0983 2.0000 
328 329 261 -2.3937 -1.3690 -4.0994 -2.5501 -1.4077 -4.0884 0.0215 0.1614 1.0000 1.0000 0.0000 5.2097 2.0000 
329 330 261 -2.5501 -1.4077 -4.0884 -2.6516 -1.4480 -4.0919 0.0215 0.1092 1.0000 1.0000 0.0000 5.2863 2.0000 
330 331 261 -2.6516 -1.4480 -4.0919 -2.8646 -1.5792 -4.0946 0.0215 0.2502 1.0000 1.0000 0.0000 5.4655 2.0000 
331 332 261 -2.8646 -1.5792 -4.0946 -2.9846 -1.6550 -4.0924 0.0215 0.1420 1.0000 1.0000 0.0000 5.5696 2.0000 
332 333 261 -2.9846 -1.6550 -4.0924 -3.1225 -1.7285 -4.1183 0.0215 0.1584 1.0000 1.0000 0.0000 5.6878 2.0000 
333 334 261 -3.1225 -1.7285 -4.1183 -3.2332 -1.7874 -4.1657 0.0215 0.1340 1.0000 1.0000 0.0000 5.7896 2.0000 
334 335 261 -3.2332 -1.7874 -4.1657 -3.4512 -1.9159 -4.2593 0.0215 0.2698 1.0000 1.0000 0.0000 6.0000 2.0000 
233 336 277 -1.1338 0.2939 -4.2550 -1.6081 1.4358 -4.5599 0.0305 1.2735 1.0000 1.0000 0.0000 4.7077 2.0000 
336 337 277 -1.6081 1.4358 -4.5599 -1.7222 1.7332 -4.5931 0.0305 0.3202 1.0000 1.0000 0.0000 4.9570 2.0000 
337 338 277 -1.7222 1.7332 -4.5931 -2.0464 2.1027 -4.7017 0.0305 0.5035 1.0000 1.0000 0.0000 5.3689 2.0000 
338 339 277 -2.0464 2.1027 -4.7017 -2.2342 2.2610 -4.7925 0.0305 0.2618 1.0000 1.0000 0.0000 5.5935 2.0000 
339 340 277 -2.2342 2.2610 -4.7925 -2.3652 2.4285 -4.8394 0.0305 0.2178 1.0000 1.0000 0.0000 5.7862 2.0000 
340 341 277 -2.3652 2.4285 -4.8394 -2.4371 2.5235 -4.9075 0.0305 0.1372 1.0000 1.0000 0.0000 5.9105 2.0000 
341 342 277 -2.4371 2.5235 -4.9075 -2.4896 2.5916 -4.9527 0.0305 0.0972 1.0000 1.0000 0.0000 6.0000 2.0000 
234 343 284 -1.2716 0.3532 -4.4037 -2.8466 2.0086 -5.9866 0.0314 2.7796 1.0000 1.0000 0.0000 5.5729 2.0000 
343 344 284 -2.8466 2.0086 -5.9866 -2.9384 2.1501 -6.1068 0.0314 0.2071 1.0000 1.0000 0.0000 5.7323 2.0000 
344 345 284 -2.9384 2.1501 -6.1068 -3.0362 2.3511 -6.2520 0.0314 0.2666 1.0000 1.0000 0.0000 5.9471 2.0000 
345 346 284 -3.0362 2.3511 -6.2520 -3.0563 2.3979 -6.2899 0.0314 0.0634 1.0000 1.0000 0.0000 6.0000 2.0000 
235 347 288 -1.4420 0.4931 -4.6521 -1.5364 0.4554 -4.7435 0.0307 0.1367 1.0000 1.0000 0.0000 4.1044 2.0000 
347 348 288 -1.5364 0.4554 -4.7435 -1.5916 0.4422 -4.7948 0.0307 0.0765 1.0000 1.0000 0.0000 4.1546 2.0000 
348 349 288 -1.5916 0.4422 -4.7948 -1.7478 0.4053 -4.9485 0.0307 0.2223 1.0000 1.0000 0.0000 4.3028 2.0000 
349 350 288 -1.7478 0.4053 -4.9485 -1.8459 0.3813 -5.0456 0.0307 0.1401 1.0000 1.0000 0.0000 4.3980 2.0000 
350 351 288 -1.8459 0.3813 -5.0456 -2.2285 0.3081 -5.1984 0.0307 0.4184 1.0000 1.0000 0.0000 4.6911 2.0000 
351 352 288 -2.2285 0.3081 -5.1984 -2.4782 0.1624 -5.3900 0.0307 0.3468 1.0000 1.0000 0.0000 4.9446 2.0000 
352 353 288 -2.4782 0.1624 -5.3900 -2.6591 0.1082 -5.5238 0.0307 0.2314 1.0000 1.0000 0.0000 5.1196 2.0000 
353 354 288 -2.6591 0.1082 -5.5238 -2.7968 0.0667 -5.6241 0.0307 0.1754 1.0000 1.0000 0.0000 5.2555 2.0000 
354 355 288 -2.7968 0.0667 -5.6241 -3.0446 0.0292 -5.7878 0.0307 0.2993 1.0000 1.0000 0.0000 5.4943 2.0000 
355 356 288 -3.0446 0.0292 -5.7878 -3.2749 0.0064 -5.9747 0.0307 0.2975 1.0000 1.0000 0.0000 5.7408 2.0000 
356 357 288 -3.2749 0.0064 -5.9747 -3.5081 -0.0234 -6.1622 0.0307 0.3006 1.0000 1.0000 0.0000 6.0000 2.0000 
236 358 300 -1.4864 0.5351 -4.7204 -0.7933 0.1570 -5.3927 0.0274 1.0370 1.0000 1.0000 0.0000 4.5984 2.0000 
358 359 300 -0.7933 0.1570 -5.3927 -0.6709 -0.0153 -5.5699 0.0274 0.2758 1.0000 1.0000 0.0000 4.7540 2.0000 
359 360 300 -0.6709 -0.0153 -5.5699 -0.6059 -0.0862 -5.6529 0.0274 0.1270 1.0000 1.0000 0.0000 4.8274 2.0000 
360 361 300 -0.6059 -0.0862 -5.6529 -0.4616 -0.2508 -5.8459 0.0274 0.2919 1.0000 1.0000 0.0000 4.9999 2.0000 
361 362 300 -0.4616 -0.2508 -5.8459 -0.3832 -0.3035 -5.9357 0.0274 0.1303 1.0000 1.0000 0.0000 5.0789 2.0000 
362 363 300 -0.3832 -0.3035 -5.9357 -0.2721 -0.3273 -6.0081 0.0274 0.1347 1.0000 1.0000 0.0000 5.1619 2.0000 
363 364 300 -0.2721 -0.3273 -6.0081 -0.1010 -0.4502 -6.1936 0.0274 0.2807 1.0000 1.0000 0.0000 5.3392 2.0000 
364 365 300 -0.1010 -0.4502 -6.1936 0.0296 -0.5568 -6.3532 0.0274 0.2321 1.0000 1.0000 0.0000 5.4907 2.0000 
365 366 300 0.0296 -0.5568 -6.3532 0.1337 -0.6402 -6.4767 0.0274 0.1818 1.0000 1.0000 0.0000 5.6125 2.0000 
366 367 300 0.1337 -0.6402 -6.4767 0.2246 -0.6888 -6.5872 0.0274 0.1512 1.0000 1.0000 0.0000 5.7161 2.0000 
367 368 300 0.2246 -0.6888 -6.5872 0.2672 -0.7264 -6.6429 0.0274 0.0795 1.0000 1.0000 0.0000 5.7714 2.0000 
368 369 300 0.2672 -0.7264 -6.6429 0.3950 -0.8442 -6.8031 0.0274 0.2363 1.0000 1.0000 0.0000 5.9396 2.0000 
369 370 300 0.3950 -0.8442 -6.8031 0.4374 -0.8829 -6.8630 0.0274 0.0830 1.0000 1.0000 0.0000 6.0000 2.0000 
237 371 313 -1.5872 0.6463 -4.8855 -1.5636 0.7221 -4.9696 0.0319 0.1157 1.0000 1.0000 0.0000 4.3985 2.0000 
371 372 313 -1.5636 0.7221 -4.9696 -1.5525 0.7605 -5.0113 0.0319 0.0577 1.0000 1.0000 0.0000 4.5274 2.0000 
372 373 313 -1.5525 0.7605 -5.0113 -1.3962 0.8712 -5.3061 0.0319 0.3515 1.0000 1.0000 0.0000 5.3275 2.0000 
373 374 313 -1.3962 0.8712 -5.3061 -1.2958 0.9573 -5.5603 0.0319 0.2866 1.0000 1.0000 0.0000 6.0000 2.0000 
238 375 317 -1.6842 0.7321 -5.0168 -1.4196 1.1153 -5.1811 0.0253 0.4938 1.0000 1.0000 0.0000 4.6450 2.0000 
375 376 317 -1.4196 1.1153 -5.1811 -1.3076 1.3049 -5.3018 0.0253 0.2511 1.0000 1.0000 0.0000 4.8746 2.0000 
376 377 317 -1.3076 1.3049 -5.3018 -1.1539 1.5389 -5.5251 0.0253 0.3581 1.0000 1.0000 0.0000 5.2171 2.0000 
377 378 317 -1.1539 1.5389 -5.5251 -1.0586 1.6761 -5.6517 0.0253 0.2096 1.0000 1.0000 0.0000 5.4267 2.0000 
378 379 317 -1.0586 1.6761 -5.6517 -0.9592 1.8309 -5.8310 0.0253 0.2569 1.0000 1.0000 0.0000 5.6935 2.0000 
379 380 317 -0.9592 1.8309 -5.8310 -0.8464 2.0082 -6.0188 0.0253 0.2819 1.0000 1.0000 0.0000 6.0000 2.0000 
238 381 323 -1.6842 0.7321 -5.0168 -1.6036 0.7437 -5.3577 0.0283 0.3505 1.0000 1.0000 0.0000 4.4647 2.0000 
381 382 323 -1.6036 0.7437 -5.3577 -1.5801 0.7472 -5.4494 0.0283 0.0948 1.0000 1.0000 0.0000 4.5330 2.0000 
382 383 323 -1.5801 0.7472 -5.4494 -1.5247 0.7751 -5.6920 0.0283 0.2504 1.0000 1.0000 0.0000 4.7166 2.0000 
383 384 323 -1.5247 0.7751 -5.6920 -1.4827 0.7860 -6.1586 0.0283 0.4686 1.0000 1.0000 0.0000 5.0723 2.0000 
384 385 323 -1.4827 0.7860 -6.1586 -1.4342 0.7653 -6.4282 0.0283 0.2747 1.0000 1.0000 0.0000 5.2886 2.0000 
385 386 323 -1.4342 0.7653 -6.4282 -1.2794 0.7010 -6.6889 0.0283 0.3100 1.0000 1.0000 0.0000 5.5401 2.0000 
386 387 323 -1.2794 0.7010 -6.6889 -1.1358 0.4787 -6.9210 0.0283 0.3520 1.0000 1.0000 0.0000 5.8359 2.0000 
387 388 323 -1.1358 0.4787 -6.9210 -1.0713 0.3330 -7.0239 0.0283 0.1897 1.0000 1.0000 0.0000 6.0000 2.0000 
239 389 332 -1.7674 0.8458 -5.1528 -1.6701 0.5051 -5.4050 0.0289 0.4349 1.0000 1.0000 0.0000 4.6034 2.0000 
389 390 332 -1.6701 0.5051 -5.4050 -1.6584 0.3127 -5.5264 0.0289 0.2278 1.0000 1.0000 0.0000 4.7720 2.0000 
390 391 332 -1.6584 0.3127 -5.5264 -1.6420 0.0695 -5.6480 0.0289 0.2724 1.0000 1.0000 0.0000 4.9812 2.0000 
391 392 332 -1.6420 0.0695 -5.6480 -1.6503 -0.1112 -5.7685 0.0289 0.2172 1.0000 1.0000 0.0000 5.1544 2.0000 
392 393 332 -1.6503 -0.1112 -5.7685 -1.6709 -0.2680 -5.8918 0.0289 0.2006 1.0000 1.0000 0.0000 5.3198 2.0000 
393 394 332 -1.6709 -0.2680 -5.8918 -1.6901 -0.4470 -6.0012 0.0289 0.2106 1.0000 1.0000 0.0000 5.4994 2.0000 
394 395 332 -1.6901 -0.4470 -6.0012 -1.7122 -0.6522 -6.1392 0.0289 0.2483 1.0000 1.0000 0.0000 5.7196 2.0000 
395 396 332 -1.7122 -0.6522 -6.1392 -1.6994 -0.7772 -6.2561 0.0289 0.1717 1.0000 1.0000 0.0000 5.8776 2.0000 
396 397 332 -1.6994 -0.7772 -6.2561 -1.6939 -0.8734 -6.3315 0.0289 0.1223 1.0000 1.0000 0.0000 5.9933 2.0000 
397 398 332 -1.6939 -0.8734 -6.3315 -1.6937 -0.8788 -6.3359 0.0289 0.0070 1.0000 1.0000 0.0000 6.0000 2.0000 
240 399 342 -1.9084 1.0355 -5.3863 -1.9148 1.1521 -5.5325 0.0342 0.1871 1.0000 1.0000 0.0000 4.5781 2.0000 
399 400 342 -1.9148 1.1521 -5.5325 -1.9184 1.2003 -5.5852 0.0342 0.0715 1.0000 1.0000 0.0000 4.6347 2.0000 
400 401 342 -1.9184 1.2003 -5.5852 -1.9732 1.3183 -5.7002 0.0342 0.1736 1.0000 1.0000 0.0000 4.7742 2.0000 
401 402 342 -1.9732 1.3183 -5.7002 -2.0718 1.4233 -5.8766 0.0342 0.2278 1.0000 1.0000 0.0000 4.9616 2.0000 
402 403 342 -2.0718 1.4233 -5.8766 -2.2343 1.5126 -6.0537 0.0342 0.2564 1.0000 1.0000 0.0000 5.1791 2.0000 
403 404 342 -2.2343 1.5126 -6.0537 -2.3655 1.6271 -6.2198 0.0342 0.2407 1.0000 1.0000 0.0000 5.3897 2.0000 
404 405 342 -2.3655 1.6271 -6.2198 -2.4946 1.6978 -6.4306 0.0342 0.2571 1.0000 1.0000 0.0000 5.6223 2.0000 
405 406 342 -2.4946 1.6978 -6.4306 -2.7049 1.7935 -6.7545 0.0342 0.3979 1.0000 1.0000 0.0000 5.9988 2.0000 
406 407 342 -2.7049 1.7935 -6.7545 -2.7056 1.7938 -6.7555 0.0342 0.0012 1.0000 1.0000 0.0000 6.0000 2.0000 
241 408 352 -1.9708 1.1084 -5.4743 -2.0765 1.0657 -5.6210 0.0360 0.1858 1.0000 1.0000 0.0000 4.6148 2.0000 
408 409 352 -2.0765 1.0657 -5.6210 -2.1807 1.0144 -5.7984 0.0360 0.2120 1.0000 1.0000 0.0000 4.7654 2.0000 
409 410 352 -2.1807 1.0144 -5.7984 -2.2549 0.9629 -5.9400 0.0360 0.1679 1.0000 1.0000 0.0000 4.8871 2.0000 
410 411 352 -2.2549 0.9629 -5.9400 -2.2874 0.9320 -6.0131 0.0360 0.0858 1.0000 1.0000 0.0000 4.9502 2.0000 
411 412 352 -2.2874 0.9320 -6.0131 -2.3597 0.8775 -6.2122 0.0360 0.2188 1.0000 1.0000 0.0000 5.1139 2.0000 
412 413 352 -2.3597 0.8775 -6.2122 -2.4551 0.9032 -6.4201 0.0360 0.2302 1.0000 1.0000 0.0000 5.2908 2.0000 
413 414 352 -2.4551 0.9032 -6.4201 -2.4961 0.9226 -6.6155 0.0360 0.2005 1.0000 1.0000 0.0000 5.4488 2.0000 
414 415 352 -2.4961 0.9226 -6.6155 -2.5608 0.9530 -6.9288 0.0360 0.3214 1.0000 1.0000 0.0000 5.7104 2.0000 
415 416 352 -2.5608 0.9530 -6.9288 -2.6179 0.9731 -7.1738 0.0360 0.2524 1.0000 1.0000 0.0000 5.9235 2.0000 
416 417 352 -2.6179 0.9731 -7.1738 -2.6421 0.9677 -7.2589 0.0360 0.0886 1.0000 1.0000 0.0000 6.0000 2.0000 
242 418 363 -2.1222 1.2840 -5.7045 -2.2512 1.4186 -5.9318 0.0313 0.2940 1.0000 1.0000 0.0000 4.8275 2.0000 
418 419 363 -2.2512 1.4186 -5.9318 -2.3467 1.5030 -6.1230 0.0313 0.2298 1.0000 1.0000 0.0000 4.9942 2.0000 
419 420 363 -2.3467 1.5030 -6.1230 -2.3682 1.5211 -6.1565 0.0313 0.0437 1.0000 1.0000 0.0000 5.0264 2.0000 
420 421 363 -2.3682 1.5211 -6.1565 -2.4506 1.8197 -6.3102 0.0313 0.3457 1.0000 1.0000 0.0000 5.2872 2.0000 
421 422 363 -2.4506 1.8197 -6.3102 -2.5162 2.0161 -6.4934 0.0313 0.2765 1.0000 1.0000 0.0000 5.5039 2.0000 
422 423 363 -2.5162 2.0161 -6.4934 -2.5457 2.1770 -6.5773 0.0313 0.1839 1.0000 1.0000 0.0000 5.6523 2.0000 
423 424 363 -2.5457 2.1770 -6.5773 -2.5529 2.2594 -6.6164 0.0313 0.0915 1.0000 1.0000 0.0000 5.7275 2.0000 
424 425 363 -2.5529 2.2594 -6.6164 -2.5224 2.5420 -6.7690 0.0313 0.3226 1.0000 1.0000 0.0000 6.0000 2.0000 
243 426 372 -2.1870 1.3549 -5.7973 -2.0180 1.3147 -7.4383 0.0235 1.6502 1.0000 1.0000 0.0000 5.9309 2.0000 
426 427 372 -2.0180 1.3147 -7.4383 -2.0241 1.3047 -7.5221 0.0235 0.0847 1.0000 1.0000 0.0000 6.0000 2.0000 
244 428 374 -2.2800 1.4998 -6.0063 -3.2940 2.4431 -6.6307 0.0330 1.5192 1.0000 1.0000 0.0000 6.0000 2.0000 
245 429 375 -2.5009 1.6209 -6.2737 -3.1285 1.3252 -7.2189 0.0331 1.1725 1.0000 1.0000 0.0000 5.5869 2.0000 
429 430 375 -3.1285 1.3252 -7.2189 -3.2225 1.2777 -7.3680 0.0331 0.1825 1.0000 1.0000 0.0000 5.6957 2.0000 
430 431 375 -3.2225 1.2777 -7.3680 -3.4145 1.2909 -7.7138 0.0331 0.3957 1.0000 1.0000 0.0000 5.9410 2.0000 
431 432 375 -3.4145 1.2909 -7.7138 -3.4385 1.2987 -7.8023 0.0331 0.0921 1.0000 1.0000 0.0000 6.0000 2.0000 
246 433 379 -2.6745 1.7049 -6.4866 -2.6650 1.7956 -6.5328 0.0341 0.1023 1.0000 1.0000 0.0000 5.1458 2.0000 
433 434 379 -2.6650 1.7956 -6.5328 -2.6625 1.8712 -6.5695 0.0341 0.0841 1.0000 1.0000 0.0000 5.2128 2.0000 
434 435 379 -2.6625 1.8712 -6.5695 -2.6545 2.0318 -6.6453 0.0341 0.1777 1.0000 1.0000 0.0000 5.3569 2.0000 
435 436 379 -2.6545 2.0318 -6.6453 -2.6791 2.2911 -6.7859 0.0341 0.2960 1.0000 1.0000 0.0000 5.6045 2.0000 
436 437 379 -2.6791 2.2911 -6.7859 -2.6883 2.3802 -6.8307 0.0341 0.1002 1.0000 1.0000 0.0000 5.6906 2.0000 
437 438 379 -2.6883 2.3802 -6.8307 -2.6886 2.4268 -6.8465 0.0341 0.0492 1.0000 1.0000 0.0000 5.7334 2.0000 
438 439 379 -2.6886 2.4268 -6.8465 -2.7023 2.4944 -6.8790 0.0341 0.0762 1.0000 1.0000 0.0000 5.8002 2.0000 
439 440 379 -2.7023 2.4944 -6.8790 -2.7507 2.6275 -6.9886 0.0341 0.1792 1.0000 1.0000 0.0000 5.9602 2.0000 
440 441 379 -2.7507 2.6275 -6.9886 -2.7559 2.6563 -7.0214 0.0341 0.0439 1.0000 1.0000 0.0000 6.0000 2.0000 
247 442 389 -2.8730 1.8047 -6.7285 -3.0700 1.9849 -6.9381 0.0308 0.3394 1.0000 1.0000 0.0000 5.5804 2.0000 
442 443 389 -3.0700 1.9849 -6.9381 -3.1441 2.0953 -7.0530 0.0308 0.1757 1.0000 1.0000 0.0000 5.7804 2.0000 
443 444 389 -3.1441 2.0953 -7.0530 -3.2347 2.1974 -7.1830 0.0308 0.1886 1.0000 1.0000 0.0000 6.0000 2.0000 
248 445 393 -3.0732 1.9626 -6.9368 -3.5816 2.4313 -6.9004 0.0280 0.6924 1.0000 1.0000 0.0000 6.0000 2.0000 
249 446 394 -3.2233 2.0822 -7.0929 -3.3130 2.2807 -7.9423 0.0298 0.8769 1.0000 1.0000 0.0000 6.0000 2.0000 
250 447 395 -3.4119 2.2328 -7.2906 -3.2456 2.3051 -7.4177 0.0313 0.2215 1.0000 1.0000 0.0000 5.7532 2.0000 
447 448 395 -3.2456 2.3051 -7.4177 -3.1094 2.3816 -7.5312 0.0313 0.1931 1.0000 1.0000 0.0000 5.8987 2.0000 
448 449 395 -3.1094 2.3816 -7.5312 -3.0154 2.4165 -7.6170 0.0313 0.1319 1.0000 1.0000 0.0000 6.0000 2.0000 
251 450 399 -3.5710 2.3236 -7.4530 -3.7592 2.4466 -7.8754 0.0249 0.4786 1.0000 1.0000 0.0000 6.0000 2.0000 
252 451 400 -3.6859 2.3761 -7.5701 -3.7450 2.5452 -7.6352 0.0302 0.1906 1.0000 1.0000 0.0000 5.9322 2.0000 
451 452 400 -3.7450 2.5452 -7.6352 -3.7708 2.6129 -7.6708 0.0302 0.0807 1.0000 1.0000 0.0000 6.0000 2.0000 
253 453 403 -3.8085 2.4405 -7.6910 -3.9929 2.4820 -7.8033 0.0286 0.2198 1.0000 1.0000 0.0000 6.0000 2.0000 
254 454 404 -3.9389 2.4933 -7.7691 -3.9754 2.4908 -7.7957 0.0320 0.0452 1.0000 1.0000 0.0000 6.0000 2.0000 
455 456 6 0.0000 0.0000 -3.1000 0.2705 -0.1659 -3.7208 0.0513 0.6972 1.0000 0.1000 0.0000 0.2863 4.0000 
456 457 6 0.2705 -0.1659 -3.7208 0.3767 -0.3519 -4.1136 0.0513 0.4474 1.0000 0.1000 0.0000 0.4718 4.0000 
457 458 6 0.3767 -0.3519 -4.1136 0.4964 -0.5749 -4.4796 0.0513 0.4450 1.0000 0.1000 0.0000 0.6577 4.0000 
458 459 6 0.4964 -0.5749 -4.4796 0.5336 -0.6692 -4.6216 0.0513 0.1745 1.0000 0.1000 0.0000 0.7310 4.0000 
459 460 6 0.5336 -0.6692 -4.6216 0.6341 -0.9017 -4.9756 0.0513 0.4353 1.0000 0.1000 0.0000 0.9148 4.0000 
460 461 6 0.6341 -0.9017 -4.9756 0.6947 -1.0202 -5.1704 0.0513 0.2359 1.0000 0.1000 0.0000 1.0149 4.0000 
461 462 6 0.6947 -1.0202 -5.1704 0.7611 -1.1286 -5.3687 0.0513 0.2356 1.0000 0.1000 0.0000 1.1154 4.0000 
462 463 6 0.7611 -1.1286 -5.3687 0.7995 -1.2104 -5.5335 0.0513 0.1879 1.0000 0.1000 0.0000 1.1958 4.0000 
463 464 6 0.7995 -1.2104 -5.5335 0.8272 -1.3273 -5.7573 0.0513 0.2541 1.0000 0.1000 0.0000 1.3049 4.0000 
464 465 6 0.8272 -1.3273 -5.7573 0.8454 -1.4063 -5.9008 0.0513 0.1648 1.0000 0.1000 0.0000 1.3760 4.0000 
465 466 6 0.8454 -1.4063 -5.9008 0.8982 -1.6389 -6.3454 0.0513 0.5046 1.0000 0.1000 0.0000 1.5948 4.0000 
466 467 6 0.8982 -1.6389 -6.3454 0.9213 -1.7459 -6.6024 0.0513 0.2793 1.0000 0.1000 0.0000 1.7167 4.0000 
467 468 6 0.9213 -1.7459 -6.6024 0.9665 -1.8894 -6.8998 0.0513 0.3333 1.0000 0.1000 0.0000 1.8630 4.0000 
